131.00,9.00,15.00,96.00
121.00,9.00,15.00,93.44
114.00,9.00,13.00,69.52
90.00,10.00,13.00,100.19
116.00,8.00,14.00,85.48
97.00,9.00,15.00,101.46
96.00,8.00,11.00,61.78
108.00,10.00,15.00,108.41
82.00,6.00,10.00,64.21
64.00,10.00,12.00,80.98
94.00,4.00,14.00,69.30
87.00,10.00,15.00,91.47
113.00,7.00,15.00,111.95
96.00,8.00,12.00,75.60
122.00,7.00,15.00,90.58
92.00,7.00,11.00,81.42
109.00,8.00,15.00,101.45
107.00,10.00,15.00,90.67
106.00,10.00,12.00,79.19
85.00,8.00,12.00,84.80
101.00,11.00,15.00,96.60
98.00,8.00,15.00,81.10
91.00,11.00,14.00,99.90
95.00,12.00,15.00,95.39
93.00,5.00,11.00,67.62
95.00,5.00,10.00,74.34
87.00,11.00,13.00,64.51
82.00,7.00,10.00,75.85
90.00,9.00,10.00,71.19
96.00,11.00,15.00,91.58
115.00,6.00,14.00,95.85
91.00,5.00,13.00,66.55
123.00,8.00,14.00,101.73
80.00,8.00,12.00,73.47
129.00,9.00,15.00,78.45
103.00,9.00,12.00,56.91
68.00,4.00,11.00,80.85
111.00,7.00,12.00,73.97
67.00,7.00,13.00,78.24
105.00,2.00,11.00,72.93
134.00,4.00,15.00,83.79
98.00,9.00,15.00,91.76
107.00,5.00,13.00,76.59
110.00,8.00,12.00,76.86
94.00,3.00,10.00,80.52
112.00,8.00,13.00,86.48
94.00,10.00,12.00,86.76
113.00,10.00,15.00,106.44
85.00,6.00,14.00,84.34
101.00,5.00,11.00,68.71
96.00,9.00,12.00,79.72
88.00,7.00,13.00,69.59
101.00,8.00,15.00,89.39
78.00,11.00,14.00,89.93
75.00,12.00,11.00,77.32
78.00,5.00,10.00,58.00
88.00,6.00,13.00,81.22
113.00,8.00,14.00,84.29
101.00,9.00,15.00,82.01
119.00,11.00,14.00,78.16
115.00,9.00,15.00,92.94
93.00,6.00,12.00,81.38
80.00,10.00,11.00,76.14
100.00,9.00,12.00,86.28
95.00,7.00,14.00,91.43
118.00,9.00,14.00,86.84
89.00,8.00,11.00,73.02
124.00,12.00,15.00,93.28
104.00,7.00,12.00,87.96
107.00,11.00,13.00,86.11
89.00,10.00,13.00,92.95
85.00,6.00,13.00,82.43
97.00,9.00,13.00,56.70
100.00,10.00,15.00,91.43
78.00,12.00,12.00,72.94
102.00,4.00,14.00,77.36
88.00,5.00,12.00,77.04
106.00,8.00,15.00,77.66
115.00,2.00,13.00,70.83
72.00,4.00,10.00,45.85
89.00,3.00,10.00,65.41
96.00,9.00,15.00,91.88
66.00,6.00,10.00,62.38
61.00,15.00,11.00,83.80
75.00,10.00,11.00,81.52
113.00,10.00,15.00,93.75
124.00,7.00,15.00,101.83
90.00,7.00,14.00,86.50
93.00,10.00,13.00,67.16
103.00,10.00,15.00,87.27
112.00,11.00,15.00,81.40
113.00,11.00,15.00,87.97
138.00,10.00,15.00,99.70
107.00,7.00,12.00,74.38
82.00,7.00,13.00,89.74
135.00,5.00,13.00,75.90
85.00,7.00,10.00,79.12
89.00,8.00,11.00,77.26
114.00,4.00,12.00,62.68
103.00,6.00,12.00,81.73
101.00,6.00,11.00,74.31
100.00,8.00,12.00,59.90
80.00,7.00,12.00,58.38
81.00,7.00,12.00,73.99
75.00,4.00,10.00,48.89
111.00,5.00,15.00,82.40
87.00,4.00,10.00,67.14
74.00,8.00,10.00,71.72
107.00,9.00,13.00,94.83
96.00,3.00,12.00,77.45
80.00,5.00,10.00,73.11
104.00,7.00,15.00,85.94
107.00,9.00,14.00,86.11
108.00,8.00,12.00,72.67
91.00,10.00,14.00,87.89
95.00,4.00,11.00,55.73
94.00,6.00,13.00,86.73
102.00,4.00,14.00,77.60
108.00,8.00,15.00,77.63
125.00,5.00,14.00,108.95
91.00,9.00,11.00,60.68
91.00,3.00,10.00,40.76
97.00,8.00,13.00,76.69
117.00,2.00,10.00,55.63
94.00,5.00,11.00,86.75
114.00,7.00,14.00,88.87
89.00,8.00,10.00,71.44
87.00,8.00,10.00,63.76
127.00,3.00,14.00,83.79
113.00,9.00,14.00,68.14
109.00,9.00,15.00,79.98
100.00,6.00,14.00,97.05
91.00,10.00,14.00,75.38
118.00,6.00,12.00,69.70
117.00,5.00,13.00,85.96
74.00,8.00,13.00,86.19
83.00,9.00,15.00,95.94
94.00,9.00,15.00,99.96
122.00,8.00,13.00,79.87
106.00,9.00,15.00,113.45
120.00,7.00,15.00,92.96
91.00,9.00,14.00,94.69
107.00,9.00,14.00,83.91
91.00,4.00,10.00,67.00
72.00,6.00,10.00,54.13
105.00,10.00,13.00,84.83
101.00,7.00,15.00,85.41
89.00,6.00,11.00,58.72
92.00,7.00,14.00,89.03
88.00,10.00,14.00,62.97
108.00,4.00,14.00,84.91
84.00,9.00,15.00,99.39
109.00,9.00,15.00,90.48
96.00,9.00,15.00,95.52
96.00,6.00,10.00,68.86
87.00,5.00,13.00,73.74
87.00,10.00,13.00,81.65
90.00,9.00,11.00,62.17
86.00,8.00,12.00,83.34
89.00,8.00,14.00,97.49
90.00,9.00,12.00,78.86
77.00,8.00,10.00,64.70
74.00,10.00,11.00,93.01
53.00,9.00,10.00,41.95
108.00,8.00,13.00,92.26
85.00,10.00,11.00,79.40
103.00,12.00,15.00,111.75
94.00,8.00,12.00,87.58
113.00,10.00,13.00,53.60
106.00,5.00,11.00,75.96
122.00,10.00,15.00,102.79
104.00,6.00,11.00,73.62
108.00,7.00,15.00,78.49
94.00,9.00,14.00,65.49
86.00,6.00,10.00,54.18
74.00,2.00,10.00,65.07
79.00,3.00,10.00,59.50
126.00,4.00,15.00,91.89
81.00,9.00,14.00,89.71
108.00,6.00,14.00,68.70
101.00,7.00,11.00,68.50
110.00,5.00,11.00,72.77
97.00,12.00,14.00,75.12
96.00,7.00,14.00,97.17
109.00,5.00,15.00,97.59
95.00,8.00,14.00,81.08
104.00,4.00,10.00,69.15
121.00,6.00,11.00,79.97
109.00,8.00,13.00,71.74
91.00,13.00,15.00,73.91
96.00,8.00,11.00,74.55
121.00,8.00,14.00,88.65
73.00,9.00,14.00,73.76
105.00,10.00,15.00,110.28
123.00,6.00,14.00,89.52
100.00,8.00,14.00,86.33
103.00,3.00,12.00,83.12
114.00,9.00,15.00,92.71
135.00,5.00,15.00,83.62
114.00,7.00,13.00,61.35
92.00,8.00,12.00,74.20
100.00,5.00,13.00,84.27
90.00,11.00,15.00,83.45
100.00,6.00,10.00,57.30
63.00,6.00,10.00,74.40
85.00,9.00,15.00,95.68
108.00,11.00,15.00,106.33
107.00,8.00,14.00,66.55
80.00,5.00,12.00,68.24
108.00,10.00,15.00,109.65
103.00,6.00,11.00,75.52
116.00,2.00,13.00,59.13
103.00,5.00,10.00,74.81
86.00,11.00,14.00,84.36
87.00,13.00,14.00,96.79
81.00,8.00,14.00,68.04
104.00,8.00,11.00,80.59
113.00,3.00,14.00,80.64
94.00,3.00,13.00,83.53
95.00,9.00,13.00,57.33
92.00,7.00,13.00,86.58
67.00,6.00,10.00,42.33
81.00,6.00,11.00,74.89
94.00,6.00,12.00,70.82
105.00,7.00,12.00,76.49
87.00,5.00,10.00,69.35
82.00,8.00,11.00,66.56
83.00,8.00,11.00,67.31
112.00,10.00,15.00,89.66
104.00,6.00,13.00,97.68
102.00,11.00,13.00,73.91
112.00,7.00,15.00,84.73
113.00,9.00,15.00,82.09
91.00,6.00,14.00,100.87
74.00,12.00,13.00,87.95
78.00,6.00,13.00,80.25
114.00,10.00,15.00,103.09
107.00,7.00,13.00,82.61
79.00,10.00,11.00,61.60
94.00,10.00,15.00,89.87
99.00,7.00,11.00,75.59
102.00,7.00,13.00,98.50
99.00,6.00,11.00,78.99
88.00,7.00,12.00,72.69
117.00,6.00,15.00,92.74
93.00,3.00,13.00,82.58
86.00,7.00,10.00,61.47
71.00,8.00,12.00,62.16
81.00,6.00,11.00,63.06
141.00,6.00,14.00,77.17
91.00,6.00,13.00,73.50
122.00,7.00,15.00,91.21
92.00,5.00,13.00,84.13
115.00,4.00,11.00,58.67
91.00,11.00,15.00,92.05
89.00,6.00,10.00,77.75
105.00,9.00,14.00,89.32
102.00,5.00,14.00,89.32
110.00,12.00,15.00,86.45
92.00,8.00,12.00,82.78
108.00,10.00,13.00,71.26
90.00,9.00,14.00,84.45
112.00,7.00,15.00,65.88
110.00,8.00,13.00,82.74
104.00,6.00,11.00,53.17
84.00,8.00,13.00,73.27
75.00,10.00,14.00,99.95
91.00,6.00,12.00,96.34
102.00,6.00,10.00,83.34
77.00,7.00,11.00,61.15
108.00,9.00,15.00,83.48
124.00,5.00,14.00,80.95
93.00,5.00,10.00,63.05
98.00,7.00,12.00,71.92
85.00,7.00,14.00,91.81
99.00,9.00,15.00,88.30
87.00,10.00,15.00,101.79
116.00,5.00,12.00,78.07
112.00,3.00,11.00,71.65
103.00,4.00,12.00,73.48
96.00,5.00,11.00,72.30
124.00,4.00,14.00,89.84
68.00,7.00,13.00,93.46
105.00,6.00,15.00,95.24
110.00,12.00,15.00,70.47
101.00,9.00,15.00,107.40
120.00,7.00,13.00,75.26
88.00,4.00,10.00,72.33
101.00,8.00,12.00,47.65
120.00,8.00,12.00,102.51
87.00,9.00,14.00,76.53
119.00,7.00,15.00,81.79
73.00,5.00,10.00,58.66
97.00,11.00,15.00,89.87
121.00,6.00,14.00,78.09
108.00,8.00,13.00,87.60
100.00,9.00,13.00,58.18
104.00,8.00,14.00,86.01
86.00,6.00,12.00,78.14
78.00,12.00,15.00,83.36
69.00,1.00,10.00,43.48
109.00,9.00,15.00,93.34
71.00,11.00,13.00,69.33
106.00,7.00,12.00,82.67
73.00,7.00,10.00,58.91
108.00,6.00,13.00,87.31
104.00,14.00,13.00,90.56
102.00,12.00,13.00,81.45
94.00,7.00,11.00,70.55
119.00,7.00,14.00,81.94
113.00,5.00,11.00,76.69
81.00,11.00,14.00,73.14
92.00,3.00,10.00,58.19
106.00,5.00,12.00,76.37
94.00,6.00,11.00,61.83
116.00,5.00,13.00,75.27
81.00,4.00,13.00,72.67
108.00,9.00,13.00,81.29
111.00,7.00,13.00,92.48
105.00,6.00,12.00,85.21
104.00,7.00,12.00,61.70
80.00,7.00,12.00,74.68
125.00,5.00,12.00,76.69
98.00,7.00,13.00,69.71
81.00,5.00,12.00,73.41
85.00,10.00,13.00,86.36
78.00,9.00,11.00,61.26
86.00,7.00,13.00,78.74
109.00,8.00,15.00,98.58
95.00,5.00,10.00,63.27
103.00,6.00,12.00,88.40
112.00,6.00,15.00,95.17
90.00,8.00,12.00,71.30
111.00,8.00,14.00,98.44
97.00,2.00,12.00,75.92
96.00,5.00,11.00,54.93
105.00,6.00,14.00,76.20
97.00,7.00,12.00,62.98
91.00,6.00,11.00,51.66
126.00,9.00,15.00,94.81
101.00,11.00,13.00,83.94
100.00,10.00,13.00,85.07
94.00,8.00,15.00,94.80
78.00,10.00,13.00,83.31
119.00,10.00,15.00,83.86
86.00,9.00,14.00,72.38
102.00,12.00,15.00,98.77
101.00,7.00,13.00,72.45
117.00,8.00,12.00,78.15
96.00,6.00,14.00,75.79
88.00,6.00,13.00,80.76
92.00,5.00,10.00,78.21
102.00,6.00,13.00,75.71
97.00,4.00,14.00,57.37
78.00,7.00,12.00,67.99
116.00,6.00,14.00,87.91
93.00,11.00,15.00,96.79
138.00,9.00,15.00,80.75
100.00,3.00,10.00,60.13
96.00,10.00,12.00,79.94
101.00,6.00,12.00,83.88
103.00,4.00,13.00,94.05
108.00,9.00,15.00,81.27
139.00,11.00,15.00,113.44
71.00,8.00,10.00,56.91
85.00,9.00,11.00,73.51
90.00,6.00,13.00,95.97
105.00,7.00,11.00,65.58
94.00,7.00,11.00,83.15
108.00,7.00,15.00,85.96
79.00,9.00,15.00,81.64
117.00,6.00,14.00,93.18
104.00,7.00,13.00,69.56
105.00,6.00,15.00,84.70
82.00,9.00,13.00,78.08
91.00,11.00,14.00,79.89
102.00,12.00,15.00,100.93
89.00,13.00,15.00,106.77
112.00,5.00,15.00,82.06
90.00,6.00,13.00,91.32
88.00,12.00,15.00,85.90
107.00,8.00,12.00,84.54
87.00,6.00,10.00,54.63
115.00,11.00,15.00,92.75
77.00,4.00,10.00,65.84
89.00,6.00,10.00,60.30
131.00,5.00,15.00,77.74
87.00,10.00,13.00,82.25
93.00,12.00,14.00,72.72
104.00,9.00,14.00,66.52
105.00,11.00,15.00,95.86
144.00,11.00,15.00,88.59
121.00,9.00,15.00,88.19
92.00,6.00,11.00,51.22
110.00,10.00,13.00,69.84
121.00,8.00,13.00,79.52
99.00,5.00,11.00,65.79
64.00,6.00,10.00,62.10
95.00,11.00,15.00,84.04
81.00,5.00,12.00,74.80
109.00,8.00,15.00,95.99
98.00,6.00,11.00,63.61
116.00,9.00,13.00,113.33
85.00,5.00,12.00,87.37
117.00,4.00,15.00,98.16
83.00,8.00,11.00,71.02
123.00,5.00,12.00,53.74
103.00,11.00,15.00,88.77
118.00,9.00,15.00,91.96
79.00,7.00,10.00,64.40
113.00,7.00,15.00,84.07
91.00,3.00,10.00,69.54
77.00,7.00,10.00,76.09
119.00,13.00,14.00,83.39
106.00,8.00,12.00,65.66
98.00,5.00,12.00,75.67
103.00,8.00,11.00,76.45
93.00,9.00,14.00,67.26
80.00,4.00,10.00,69.28
68.00,9.00,12.00,72.72
74.00,11.00,11.00,67.45
93.00,8.00,15.00,84.43
110.00,7.00,13.00,85.72
98.00,5.00,12.00,74.46
102.00,8.00,14.00,84.68
93.00,5.00,11.00,61.23
105.00,7.00,11.00,72.78
112.00,6.00,12.00,61.25
89.00,7.00,11.00,73.45
81.00,9.00,14.00,120.71
108.00,6.00,15.00,84.61
90.00,8.00,11.00,66.22
67.00,3.00,11.00,79.51
104.00,10.00,14.00,78.85
109.00,5.00,15.00,81.52
111.00,7.00,14.00,79.29
106.00,8.00,11.00,71.22
99.00,10.00,12.00,76.31
102.00,5.00,13.00,86.54
129.00,8.00,15.00,89.86
101.00,6.00,11.00,63.21
95.00,5.00,14.00,79.64
121.00,7.00,15.00,88.22
117.00,7.00,13.00,76.34
126.00,7.00,15.00,106.30
114.00,5.00,12.00,98.01
108.00,6.00,11.00,63.86
121.00,8.00,13.00,83.65
98.00,9.00,14.00,87.05
96.00,7.00,15.00,100.73
88.00,12.00,15.00,93.21
126.00,5.00,12.00,71.25
135.00,4.00,12.00,78.31
115.00,12.00,14.00,69.43
91.00,5.00,13.00,85.17
82.00,7.00,13.00,74.46
86.00,5.00,10.00,44.01
101.00,5.00,14.00,78.24
81.00,6.00,10.00,57.39
77.00,7.00,11.00,71.20
77.00,6.00,10.00,59.74
107.00,10.00,14.00,93.11
69.00,6.00,10.00,60.33
107.00,11.00,13.00,70.88
106.00,5.00,11.00,59.23
84.00,4.00,10.00,70.81
86.00,8.00,14.00,93.58
91.00,11.00,11.00,66.02
90.00,7.00,14.00,75.98
113.00,11.00,14.00,82.43
98.00,7.00,14.00,81.88
87.00,6.00,13.00,83.64
108.00,4.00,11.00,81.09
115.00,10.00,15.00,109.06
74.00,4.00,10.00,58.47
118.00,7.00,12.00,81.49
85.00,6.00,11.00,80.51
71.00,6.00,10.00,76.11
101.00,7.00,15.00,95.22
117.00,8.00,15.00,95.35
118.00,8.00,13.00,78.27
94.00,5.00,13.00,72.51
110.00,8.00,15.00,92.61
98.00,9.00,15.00,98.37
97.00,7.00,15.00,95.04
117.00,7.00,13.00,64.12
104.00,4.00,12.00,70.54
114.00,8.00,15.00,100.53
107.00,12.00,15.00,100.39
90.00,9.00,15.00,87.21
108.00,7.00,14.00,79.58
98.00,9.00,14.00,73.27
82.00,8.00,14.00,96.12
103.00,9.00,12.00,71.29
100.00,8.00,12.00,64.65
92.00,8.00,11.00,74.24
102.00,11.00,15.00,88.76
87.00,8.00,10.00,68.92
